Churn,Contract,Customer ID,Dependents,Device Protection,Dimension,Gender,Info 1,Info 2,Info 3,Internet Service,Message,Monthly Charges (bin),Monthly Charges (bin) 2,Multiple Lines,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Senior Citizen,Streaming Movies,Streaming TV,Tech Support,Tenure,Total Charges (bin),# Customers,Churn Rate count yes,"Churn Rate, %",Monthly Charges,Monthly Charges ,Total Charges,Total per Tenure
No,Month-to-month,5590-ZSKRV,Yes,No,DSL,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,52,53.2,No,Yes,Yes,No,Yes,Mailed check,Yes,0,No,No,No,8,482,1,0,0.00%,54.65,54.65,482.25,60.28125
No,Month-to-month,0191-ZHSKZ,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,72,72.8,No,Yes,Yes,Yes,No,Electronic check,Yes,1,Yes,Yes,No,30,2111,1,0,0.00%,74.75,74.75,2111.3,70.37666667
No,One year,3887-PBQAO,Yes,No internet service,No,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,24,25.2,Yes,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,45,1216,1,0,0.00%,25.9,25.9,1216.6,27.03555556
Yes,Month-to-month,5919-TMRGD,Yes,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,76,78.4,No,No,No,Yes,No,Electronic check,Yes,0,No,Yes,No,1,79,1,1,100.00%,79.35,79.35,79.35,79.35
No,Month-to-month,8108-UXRQN,Yes,No,DSL,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,48,50.4,No phone service,No,Yes,No,Yes,Electronic check,No,0,Yes,Yes,No,11,565,1,0,0.00%,50.55,50.55,565.35,51.39545455
Yes,Month-to-month,9191-MYQKX,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,72,72.8,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,0,No,No,No,7,496,1,1,100.00%,75.15,75.15,496.9,70.98571429
No,Month-to-month,9919-YLNNG,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,100,103.6,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,42,4327,1,0,0.00%,103.8,103.8,4327.5,103.0357143
No,Two year,0318-ZOPWS,No,No internet service,No,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,49,973,1,0,0.00%,20.15,20.15,973.35,19.86428571
No,Month-to-month,4445-ZJNMU,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,96,98,Yes,Yes,No,Yes,No,Credit card (automatic),Yes,0,Yes,Yes,No,9,918,1,0,0.00%,99.3,99.3,918.75,102.0833333
No,One year,4808-YNLEU,No,No,DSL,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,60,61.6,No,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,No,Yes,No,35,2215,1,0,0.00%,62.15,62.15,2215.45,63.29857143
No,Two year,1862-QRWPE,Yes,No internet service,No,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,48,1057,1,0,0.00%,20.65,20.65,1057,22.02083333
No,Two year,2796-NNUFI,Yes,No internet service,No,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,Yes,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,46,927,1,0,0.00%,19.95,19.95,927.1,20.15434783
No,Month-to-month,3016-KSVCP,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,32,33.6,No phone service,No,No,No,Yes,Mailed check,No,0,No,Yes,No,29,1009,1,0,0.00%,33.75,33.75,1009.25,34.80172414
No,Month-to-month,4767-HZZHQ,Yes,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,80,81.2,No,Yes,No,No,Yes,Bank transfer (automatic),Yes,0,No,No,No,30,2570,1,0,0.00%,82.05,82.05,2570.2,85.67333333
No,Month-to-month,2424-WVHPL,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,72,72.8,No,No,No,No,No,Electronic check,Yes,1,No,No,Yes,1,74,1,0,0.00%,74.7,74.7,74.7,74.7
No,Two year,7233-PAHHL,Yes,Yes,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,84,84,Yes,No,Yes,Yes,Yes,Mailed check,Yes,0,Yes,Yes,Yes,66,5714,1,0,0.00%,84,84,5714.25,86.57954546
No,Month-to-month,6067-NGCEU,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,109.2,Yes,Yes,Yes,Yes,No,Credit card (automatic),Yes,0,Yes,Yes,No,65,7107,1,0,0.00%,111.05,111.05,7107,109.3384615
No,Two year,9848-JQJTX,No,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,100,100.8,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,No,72,7459,1,0,0.00%,100.9,100.9,7459.05,103.5979167
Yes,Month-to-month,8637-XJIVR,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,76,78.4,Yes,No,Yes,Yes,No,Electronic check,Yes,0,No,No,No,12,927,1,1,100.00%,78.95,78.95,927.35,77.27916667
No,One year,9803-FTJCG,Yes,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,64,64.4,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,No,No,Yes,71,4748,1,0,0.00%,66.85,66.85,4748.7,66.88309859
Yes,Month-to-month,0278-YXOOG,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,5,113,1,1,100.00%,21.05,21.05,113.85,22.77
No,Two year,3212-KXOCR,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,52,1107,1,0,0.00%,21,21,1107.2,21.29230769
Yes,Month-to-month,4598-XLKNJ,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,96,98,No,Yes,No,Yes,Yes,Electronic check,Yes,1,Yes,Yes,No,25,2514,1,1,100.00%,98.5,98.5,2514.5,100.58
No,Month-to-month,6380-ARCEH,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,20,1,0,0.00%,20.2,20.2,20.2,20.2
No,Month-to-month,3679-XASPY,Yes,No internet service,No,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,16.8,No,No internet service,No internet service,No,Yes,Electronic check,Yes,0,No internet service,No internet service,No internet service,1,19,1,0,0.00%,19.45,19.45,19.45,19.45
No,One year,7123-WQUHX,No,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,92,92.4,Yes,No,No,No,No,Bank transfer (automatic),Yes,0,No,Yes,Yes,38,3605,1,0,0.00%,95,95,3605.6,94.88421053
No,One year,5386-THSLQ,No,Yes,DSL,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,44,44.8,No phone service,Yes,No,No,Yes,Bank transfer (automatic),No,1,No,Yes,No,66,3027,1,0,0.00%,45.55,45.55,3027.25,45.86742424
Yes,Two year,3192-NQECA,No,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,109.2,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,68,7611,1,1,100.00%,110,110,7611.85,111.9389706
No,Month-to-month,6180-YBIQI,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,24,22.4,No phone service,No,No,No,No,Mailed check,No,0,No,No,No,5,100,1,0,0.00%,24.3,24.3,100.2,20.04
No,One year,6728-DKUCO,Yes,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,104,103.6,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,72,7303,1,0,0.00%,104.15,104.15,7303.05,101.43125
No,One year,9750-BOOHV,No,No,DSL,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,28,28,No phone service,No,Yes,No,No,Mailed check,No,0,No,No,No,32,927,1,0,0.00%,30.15,30.15,927.65,28.9890625
No,One year,8597-CWYHH,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,92,92.4,Yes,No,No,No,No,Mailed check,Yes,0,Yes,Yes,No,43,3921,1,0,0.00%,94.35,94.35,3921.3,91.19302326
No,Two year,2848-YXSMW,Yes,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,16.8,No,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,72,1363,1,0,0.00%,19.4,19.4,1363.25,18.93402778
Yes,Month-to-month,0486-HECZI,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,96,95.2,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,0,No,Yes,No,55,5238,1,1,100.00%,96.75,96.75,5238.9,95.25272727
No,One year,4549-ZDQYY,No,Yes,DSL,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,56,56,No,No,Yes,No,No,Credit card (automatic),Yes,0,No,No,Yes,52,3042,1,0,0.00%,57.95,57.95,3042.25,58.50480769
No,Month-to-month,5712-AHQNN,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,88,89.6,No,Yes,No,Yes,No,Electronic check,Yes,0,No,Yes,No,43,3954,1,0,0.00%,91.65,91.65,3954.1,91.95581395
Yes,Month-to-month,4846-WHAFZ,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,76,75.6,Yes,No,No,Yes,Yes,Electronic check,Yes,1,No,No,No,37,2868,1,1,100.00%,76.5,76.5,2868.15,77.51756757
No,Two year,5256-SKJGO,Yes,No,DSL,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,52,53.2,No phone service,Yes,No,Yes,Yes,Electronic check,No,0,Yes,Yes,Yes,64,3423,1,0,0.00%,54.6,54.6,3423.5,53.4921875
No,Month-to-month,3071-VBYPO,Yes,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,88,89.6,No,Yes,Yes,No,Yes,Electronic check,Yes,0,No,Yes,No,3,248,1,0,0.00%,89.85,89.85,248.4,82.8
No,Two year,9560-BBZXK,No,No,DSL,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,28,30.8,No phone service,No,Yes,No,No,Bank transfer (automatic),No,0,No,No,No,36,1126,1,0,0.00%,31.05,31.05,1126.35,31.2875
Yes,Month-to-month,5299-RULOA,Yes,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,100,98,Yes,No,Yes,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,10,1064,1,1,100.00%,100.25,100.25,1064.65,106.465
No,Two year,8402-OOOHJ,No,No internet service,No,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,41,835,1,0,0.00%,20.65,20.65,835.15,20.3695122
No,Month-to-month,9445-ZUEQE,Yes,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,84,84,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,0,No,No,Yes,27,2151,1,0,0.00%,85.2,85.2,2151.6,79.68888889
No,One year,1091-SOZGA,Yes,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,96,98,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,No,56,5515,1,0,0.00%,99.8,99.8,5515.45,98.49017857
No,Month-to-month,2928-HLDBA,No,No internet service,No,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,6,112,1,0,0.00%,20.7,20.7,112.75,18.79166667
Yes,Month-to-month,0404-SWRVG,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,72,72.8,Yes,No,No,Yes,No,Electronic check,Yes,0,No,No,No,3,229,1,1,100.00%,74.4,74.4,229.55,76.51666667
No,Month-to-month,6497-TILVL,Yes,No,DSL,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,48,50.4,No,No,Yes,No,Yes,Mailed check,Yes,0,No,No,No,7,350,1,0,0.00%,50.7,50.7,350.35,50.05
No,Month-to-month,7219-TLZHO,Yes,No internet service,No,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,4,62,1,0,0.00%,20.85,20.85,62.9,15.725
No,Two year,4622-YNKIJ,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,88,86.8,No,No,Yes,Yes,No,Electronic check,Yes,0,No,Yes,Yes,33,3027,1,0,0.00%,88.95,88.95,3027.65,91.7469697
Yes,Month-to-month,4412-YLTKF,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,76,75.6,Yes,No,No,Yes,No,Electronic check,Yes,1,No,No,No,27,2135,1,1,100.00%,78.05,78.05,2135.5,79.09259259
